University,Faculty,Department,City,Type,Founded_Year
south valley university,Faculty of Agriculture,Plant Pathology,Qena,Public,1995.0
south valley university,Faculty of Commerce,Accounting,Qena,Public,1995.0
south valley university,Faculty of Commerce,Business Administration,Qena,Public,1995.0
south valley university,Faculty of Commerce,Economics,Qena,Public,1995.0
south valley university,Faculty of Commerce,Statistics,Qena,Public,1995.0
south valley university,Faculty of Law,Public Law,Qena,Public,1995.0
south valley university,Faculty of Law,Private Law,Qena,Public,1995.0
south valley university,Faculty of Law,International Law,Qena,Public,1995.0
south valley university,Faculty of Law,Criminal Law,Qena,Public,1995.0
south valley university,Faculty of Arts,English Language & Literature,Qena,Public,1995.0
south valley university,Faculty of Arts,Arabic,Qena,Public,1995.0
south valley university,Faculty of Arts,History,Qena,Public,1995.0
south valley university,Faculty of Arts,Philosophy,Qena,Public,1995.0
south valley university,Faculty of Arts,Psychology,Qena,Public,1995.0
south valley university,Faculty of Pharmacy,Pharmaceutical Chemistry,Qena,Public,1995.0
south valley university,Faculty of Pharmacy,Pharmacology,Qena,Public,1995.0
south valley university,Faculty of Pharmacy,Pharmaceutics,Qena,Public,1995.0
south valley university,Faculty of Pharmacy,Microbiology,Qena,Public,1995.0
south valley university,Faculty of Computers and Information,Computer Science,Qena,Public,1995.0
south valley university,Faculty of Computers and Information,Information Systems,Qena,Public,1995.0
south valley university,Faculty of Computers and Information,Software Engineering,Qena,Public,1995.0
south valley university,Faculty of Mass Communication,Journalism,Qena,Public,1995.0
south valley university,Faculty of Mass Communication,Radio & TV,Qena,Public,1995.0
south valley university,Faculty of Mass Communication,Public Relations,Qena,Public,1995.0
south valley university,Faculty of Mass Communication,Advertising,Qena,Public,1995.0
south valley university,Faculty of Nursing,Medical-Surgical Nursing,Qena,Public,1995.0
south valley university,Faculty of Nursing,Pediatric Nursing,Qena,Public,1995.0
south valley university,Faculty of Nursing,Psychiatric Nursing,Qena,Public,1995.0
south valley university,Faculty of Physiotherapy,Orthopedics,Qena,Public,1995.0
south valley university,Faculty of Physiotherapy,Neurology,Qena,Public,1995.0
south valley university,Faculty of Physiotherapy,Cardiopulmonary,Qena,Public,1995.0
south valley university,Faculty of Physiotherapy,Pediatrics,Qena,Public,1995.0
south valley university,Faculty of Oral and Dental Medicine,Conservative Dentistry,Qena,Public,1995.0
south valley university,Faculty of Oral and Dental Medicine,Orthodontics,Qena,Public,1995.0
south valley university,Faculty of Oral and Dental Medicine,Oral Surgery,Qena,Public,1995.0
south valley university,Faculty of Oral and Dental Medicine,Periodontology,Qena,Public,1995.0
south valley university,Faculty of Veterinary Medicine,Anatomy,Qena,Public,1995.0
south valley university,Faculty of Veterinary Medicine,Physiology,Qena,Public,1995.0
south valley university,Faculty of Veterinary Medicine,Pathology,Qena,Public,1995.0
south valley university,Faculty of Veterinary Medicine,Surgery,Qena,Public,1995.0
south valley university,Faculty of Veterinary Medicine,Public Health,Qena,Public,1995.0
south valley university,Faculty of Dar El-Ulum,Islamic Studies,Qena,Public,1995.0
south valley university,Faculty of Dar El-Ulum,Arabic Language,Qena,Public,1995.0
south valley university,Faculty of Dar El-Ulum,Quran Sciences,Qena,Public,1995.0
south valley university,Faculty of Dar El-Ulum,Theology,Qena,Public,1995.0
south valley university,Faculty of Kindergarten,Early Childhood Education,Qena,Public,1995.0
south valley university,Faculty of Kindergarten,Child Psychology,Qena,Public,1995.0
south valley university,Faculty of Kindergarten,Curriculum Development,Qena,Public,1995.0
sphinx university,Faculty of Medicine,Internal Medicine,New Asyut,Private,2019.0
sphinx university,Faculty of Medicine,Surgery,New Asyut,Private,2019.0
sphinx university,Faculty of Medicine,Pediatrics,New Asyut,Private,2019.0
sphinx university,Faculty of Medicine,Obstetrics & Gynecology,New Asyut,Private,2019.0
sphinx university,Faculty of Medicine,Pharmacology,New Asyut,Private,2019.0
sphinx university,Faculty of Medicine,Anatomy,New Asyut,Private,2019.0
sphinx university,Faculty of Engineering,Civil Engineering,New Asyut,Private,2019.0
sphinx university,Faculty of Engineering,Mechanical Engineering,New Asyut,Private,2019.0
sphinx university,Faculty of Engineering,Electrical Engineering,New Asyut,Private,2019.0
sphinx university,Faculty of Engineering,Architecture,New Asyut,Private,2019.0
sphinx university,Faculty of Engineering,Computer Engineering,New Asyut,Private,2019.0
sphinx university,Faculty of Science,Mathematics,New Asyut,Private,2019.0
sphinx university,Faculty of Science,Physics,New Asyut,Private,2019.0
sphinx university,Faculty of Science,Chemistry,New Asyut,Private,2019.0
sphinx university,Faculty of Science,Geology,New Asyut,Private,2019.0
sphinx university,Faculty of Science,Botany,New Asyut,Private,2019.0
sphinx university,Faculty of Science,Zoology,New Asyut,Private,2019.0
sphinx university,Faculty of Agriculture,Agronomy,New Asyut,Private,2019.0
sphinx university,Faculty of Agriculture,Horticulture,New Asyut,Private,2019.0
sphinx university,Faculty of Agriculture,Animal Production,New Asyut,Private,2019.0
sphinx university,Faculty of Agriculture,Soil Science,New Asyut,Private,2019.0
sphinx university,Faculty of Agriculture,Plant Pathology,New Asyut,Private,2019.0
sphinx university,Faculty of Commerce,Accounting,New Asyut,Private,2019.0
sphinx university,Faculty of Commerce,Business Administration,New Asyut,Private,2019.0
sphinx university,Faculty of Commerce,Economics,New Asyut,Private,2019.0
sphinx university,Faculty of Commerce,Statistics,New Asyut,Private,2019.0
sphinx university,Faculty of Law,Public Law,New Asyut,Private,2019.0
sphinx university,Faculty of Law,Private Law,New Asyut,Private,2019.0
sphinx university,Faculty of Law,International Law,New Asyut,Private,2019.0
sphinx university,Faculty of Law,Criminal Law,New Asyut,Private,2019.0
sphinx university,Faculty of Arts,English Language & Literature,New Asyut,Private,2019.0
sphinx university,Faculty of Arts,Arabic,New Asyut,Private,2019.0
sphinx university,Faculty of Arts,History,New Asyut,Private,2019.0
sphinx university,Faculty of Arts,Philosophy,New Asyut,Private,2019.0
sphinx university,Faculty of Arts,Psychology,New Asyut,Private,2019.0
sphinx university,Faculty of Pharmacy,Pharmaceutical Chemistry,New Asyut,Private,2019.0
sphinx university,Faculty of Pharmacy,Pharmacology,New Asyut,Private,2019.0
sphinx university,Faculty of Pharmacy,Pharmaceutics,New Asyut,Private,2019.0
sphinx university,Faculty of Pharmacy,Microbiology,New Asyut,Private,2019.0
sphinx university,Faculty of Computers and Information,Computer Science,New Asyut,Private,2019.0
sphinx university,Faculty of Computers and Information,Information Systems,New Asyut,Private,2019.0
sphinx university,Faculty of Computers and Information,Software Engineering,New Asyut,Private,2019.0
sphinx university,Faculty of Mass Communication,Journalism,New Asyut,Private,2019.0
sphinx university,Faculty of Mass Communication,Radio & TV,New Asyut,Private,2019.0
sphinx university,Faculty of Mass Communication,Public Relations,New Asyut,Private,2019.0
sphinx university,Faculty of Mass Communication,Advertising,New Asyut,Private,2019.0
sphinx university,Faculty of Nursing,Medical-Surgical Nursing,New Asyut,Private,2019.0
sphinx university,Faculty of Nursing,Pediatric Nursing,New Asyut,Private,2019.0
sphinx university,Faculty of Nursing,Psychiatric Nursing,New Asyut,Private,2019.0
sphinx university,Faculty of Physiotherapy,Orthopedics,New Asyut,Private,2019.0
sphinx university,Faculty of Physiotherapy,Neurology,New Asyut,Private,2019.0
sphinx university,Faculty of Physiotherapy,Cardiopulmonary,New Asyut,Private,2019.0
sphinx university,Faculty of Physiotherapy,Pediatrics,New Asyut,Private,2019.0
sphinx university,Faculty of Oral and Dental Medicine,Conservative Dentistry,New Asyut,Private,2019.0
sphinx university,Faculty of Oral and Dental Medicine,Orthodontics,New Asyut,Private,2019.0
sphinx university,Faculty of Oral and Dental Medicine,Oral Surgery,New Asyut,Private,2019.0
sphinx university,Faculty of Oral and Dental Medicine,Periodontology,New Asyut,Private,2019.0
sphinx university,Faculty of Veterinary Medicine,Anatomy,New Asyut,Private,2019.0
sphinx university,Faculty of Veterinary Medicine,Physiology,New Asyut,Private,2019.0
sphinx university,Faculty of Veterinary Medicine,Pathology,New Asyut,Private,2019.0
sphinx university,Faculty of Veterinary Medicine,Surgery,New Asyut,Private,2019.0
sphinx university,Faculty of Veterinary Medicine,Public Health,New Asyut,Private,2019.0
sphinx university,Faculty of Dar El-Ulum,Islamic Studies,New Asyut,Private,2019.0
sphinx university,Faculty of Dar El-Ulum,Arabic Language,New Asyut,Private,2019.0
sphinx university,Faculty of Dar El-Ulum,Quran Sciences,New Asyut,Private,2019.0
sphinx university,Faculty of Dar El-Ulum,Theology,New Asyut,Private,2019.0
sphinx university,Faculty of Kindergarten,Early Childhood Education,New Asyut,Private,2019.0
sphinx university,Faculty of Kindergarten,Child Psychology,New Asyut,Private,2019.0
sphinx university,Faculty of Kindergarten,Curriculum Development,New Asyut,Private,2019.0
suez canal university,Faculty of Medicine,Internal Medicine,Ismailia,Public,
suez canal university,Faculty of Medicine,Surgery,Ismailia,Public,
suez canal university,Faculty of Medicine,Pediatrics,Ismailia,Public,
suez canal university,Faculty of Medicine,Obstetrics & Gynecology,Ismailia,Public,
suez canal university,Faculty of Medicine,Pharmacology,Ismailia,Public,
suez canal university,Faculty of Medicine,Anatomy,Ismailia,Public,
suez canal university,Faculty of Engineering,Civil Engineering,Ismailia,Public,
suez canal university,Faculty of Engineering,Mechanical Engineering,Ismailia,Public,
suez canal university,Faculty of Engineering,Electrical Engineering,Ismailia,Public,
suez canal university,Faculty of Engineering,Architecture,Ismailia,Public,
suez canal university,Faculty of Engineering,Computer Engineering,Ismailia,Public,
suez canal university,Faculty of Science,Mathematics,Ismailia,Public,
suez canal university,Faculty of Science,Physics,Ismailia,Public,
suez canal university,Faculty of Science,Chemistry,Ismailia,Public,
suez canal university,Faculty of Science,Geology,Ismailia,Public,
suez canal university,Faculty of Science,Botany,Ismailia,Public,
suez canal university,Faculty of Science,Zoology,Ismailia,Public,
suez canal university,Faculty of Agriculture,Agronomy,Ismailia,Public,
suez canal university,Faculty of Agriculture,Horticulture,Ismailia,Public,
suez canal university,Faculty of Agriculture,Animal Production,Ismailia,Public,
suez canal university,Faculty of Agriculture,Soil Science,Ismailia,Public,
suez canal university,Faculty of Agriculture,Plant Pathology,Ismailia,Public,
suez canal university,Faculty of Commerce,Accounting,Ismailia,Public,
suez canal university,Faculty of Commerce,Business Administration,Ismailia,Public,
suez canal university,Faculty of Commerce,Economics,Ismailia,Public,
suez canal university,Faculty of Commerce,Statistics,Ismailia,Public,
suez canal university,Faculty of Law,Public Law,Ismailia,Public,
suez canal university,Faculty of Law,Private Law,Ismailia,Public,
suez canal university,Faculty of Law,International Law,Ismailia,Public,
suez canal university,Faculty of Law,Criminal Law,Ismailia,Public,
suez canal university,Faculty of Arts,English Language & Literature,Ismailia,Public,
suez canal university,Faculty of Arts,Arabic,Ismailia,Public,
suez canal university,Faculty of Arts,History,Ismailia,Public,
suez canal university,Faculty of Arts,Philosophy,Ismailia,Public,
suez canal university,Faculty of Arts,Psychology,Ismailia,Public,
suez canal university,Faculty of Pharmacy,Pharmaceutical Chemistry,Ismailia,Public,
suez canal university,Faculty of Pharmacy,Pharmacology,Ismailia,Public,
suez canal university,Faculty of Pharmacy,Pharmaceutics,Ismailia,Public,
suez canal university,Faculty of Pharmacy,Microbiology,Ismailia,Public,
suez canal university,Faculty of Computers and Information,Computer Science,Ismailia,Public,
suez canal university,Faculty of Computers and Information,Information Systems,Ismailia,Public,
suez canal university,Faculty of Computers and Information,Software Engineering,Ismailia,Public,
suez canal university,Faculty of Mass Communication,Journalism,Ismailia,Public,
suez canal university,Faculty of Mass Communication,Radio & TV,Ismailia,Public,
suez canal university,Faculty of Mass Communication,Public Relations,Ismailia,Public,
suez canal university,Faculty of Mass Communication,Advertising,Ismailia,Public,
suez canal university,Faculty of Nursing,Medical-Surgical Nursing,Ismailia,Public,
suez canal university,Faculty of Nursing,Pediatric Nursing,Ismailia,Public,
suez canal university,Faculty of Nursing,Psychiatric Nursing,Ismailia,Public,
suez canal university,Faculty of Physiotherapy,Orthopedics,Ismailia,Public,
suez canal university,Faculty of Physiotherapy,Neurology,Ismailia,Public,
suez canal university,Faculty of Physiotherapy,Cardiopulmonary,Ismailia,Public,
suez canal university,Faculty of Physiotherapy,Pediatrics,Ismailia,Public,
suez canal university,Faculty of Oral and Dental Medicine,Conservative Dentistry,Ismailia,Public,
suez canal university,Faculty of Oral and Dental Medicine,Orthodontics,Ismailia,Public,
suez canal university,Faculty of Oral and Dental Medicine,Oral Surgery,Ismailia,Public,
suez canal university,Faculty of Oral and Dental Medicine,Periodontology,Ismailia,Public,
suez canal university,Faculty of Veterinary Medicine,Anatomy,Ismailia,Public,
suez canal university,Faculty of Veterinary Medicine,Physiology,Ismailia,Public,
suez canal university,Faculty of Veterinary Medicine,Pathology,Ismailia,Public,
suez canal university,Faculty of Veterinary Medicine,Surgery,Ismailia,Public,
suez canal university,Faculty of Veterinary Medicine,Public Health,Ismailia,Public,
suez canal university,Faculty of Dar El-Ulum,Islamic Studies,Ismailia,Public,
suez canal university,Faculty of Dar El-Ulum,Arabic Language,Ismailia,Public,
suez canal university,Faculty of Dar El-Ulum,Quran Sciences,Ismailia,Public,
suez canal university,Faculty of Dar El-Ulum,Theology,Ismailia,Public,
suez canal university,Faculty of Kindergarten,Early Childhood Education,Ismailia,Public,
suez canal university,Faculty of Kindergarten,Child Psychology,Ismailia,Public,
suez canal university,Faculty of Kindergarten,Curriculum Development,Ismailia,Public,
suez university,Faculty of Medicine,Internal Medicine,Suez,Public,2012.0
suez university,Faculty of Medicine,Surgery,Suez,Public,2012.0
suez university,Faculty of Medicine,Pediatrics,Suez,Public,2012.0
suez university,Faculty of Medicine,Obstetrics & Gynecology,Suez,Public,2012.0
suez university,Faculty of Medicine,Pharmacology,Suez,Public,2012.0
suez university,Faculty of Medicine,Anatomy,Suez,Public,2012.0
suez university,Faculty of Engineering,Civil Engineering,Suez,Public,2012.0
suez university,Faculty of Engineering,Mechanical Engineering,Suez,Public,2012.0
suez university,Faculty of Engineering,Electrical Engineering,Suez,Public,2012.0
suez university,Faculty of Engineering,Architecture,Suez,Public,2012.0
suez university,Faculty of Engineering,Computer Engineering,Suez,Public,2012.0
suez university,Faculty of Science,Mathematics,Suez,Public,2012.0
suez university,Faculty of Science,Physics,Suez,Public,2012.0
suez university,Faculty of Science,Chemistry,Suez,Public,2012.0
suez university,Faculty of Science,Geology,Suez,Public,2012.0
suez university,Faculty of Science,Botany,Suez,Public,2012.0
suez university,Faculty of Science,Zoology,Suez,Public,2012.0
suez university,Faculty of Agriculture,Agronomy,Suez,Public,2012.0
suez university,Faculty of Agriculture,Horticulture,Suez,Public,2012.0
suez university,Faculty of Agriculture,Animal Production,Suez,Public,2012.0
suez university,Faculty of Agriculture,Soil Science,Suez,Public,2012.0
suez university,Faculty of Agriculture,Plant Pathology,Suez,Public,2012.0
suez university,Faculty of Commerce,Accounting,Suez,Public,2012.0
suez university,Faculty of Commerce,Business Administration,Suez,Public,2012.0
suez university,Faculty of Commerce,Economics,Suez,Public,2012.0
suez university,Faculty of Commerce,Statistics,Suez,Public,2012.0
suez university,Faculty of Law,Public Law,Suez,Public,2012.0
suez university,Faculty of Law,Private Law,Suez,Public,2012.0
suez university,Faculty of Law,International Law,Suez,Public,2012.0
suez university,Faculty of Law,Criminal Law,Suez,Public,2012.0
suez university,Faculty of Arts,English Language & Literature,Suez,Public,2012.0
suez university,Faculty of Arts,Arabic,Suez,Public,2012.0
suez university,Faculty of Arts,History,Suez,Public,2012.0
suez university,Faculty of Arts,Philosophy,Suez,Public,2012.0
suez university,Faculty of Arts,Psychology,Suez,Public,2012.0
suez university,Faculty of Pharmacy,Pharmaceutical Chemistry,Suez,Public,2012.0
suez university,Faculty of Pharmacy,Pharmacology,Suez,Public,2012.0
suez university,Faculty of Pharmacy,Pharmaceutics,Suez,Public,2012.0
suez university,Faculty of Pharmacy,Microbiology,Suez,Public,2012.0
suez university,Faculty of Computers and Information,Computer Science,Suez,Public,2012.0
suez university,Faculty of Computers and Information,Information Systems,Suez,Public,2012.0
suez university,Faculty of Computers and Information,Software Engineering,Suez,Public,2012.0
suez university,Faculty of Mass Communication,Journalism,Suez,Public,2012.0
suez university,Faculty of Mass Communication,Radio & TV,Suez,Public,2012.0
suez university,Faculty of Mass Communication,Public Relations,Suez,Public,2012.0
suez university,Faculty of Mass Communication,Advertising,Suez,Public,2012.0
suez university,Faculty of Nursing,Medical-Surgical Nursing,Suez,Public,2012.0
suez university,Faculty of Nursing,Pediatric Nursing,Suez,Public,2012.0
suez university,Faculty of Nursing,Psychiatric Nursing,Suez,Public,2012.0
suez university,Faculty of Physiotherapy,Orthopedics,Suez,Public,2012.0
suez university,Faculty of Physiotherapy,Neurology,Suez,Public,2012.0
suez university,Faculty of Physiotherapy,Cardiopulmonary,Suez,Public,2012.0
suez university,Faculty of Physiotherapy,Pediatrics,Suez,Public,2012.0
suez university,Faculty of Oral and Dental Medicine,Conservative Dentistry,Suez,Public,2012.0
suez university,Faculty of Oral and Dental Medicine,Orthodontics,Suez,Public,2012.0
suez university,Faculty of Oral and Dental Medicine,Oral Surgery,Suez,Public,2012.0
suez university,Faculty of Oral and Dental Medicine,Periodontology,Suez,Public,2012.0
suez university,Faculty of Veterinary Medicine,Anatomy,Suez,Public,2012.0
suez university,Faculty of Veterinary Medicine,Physiology,Suez,Public,2012.0
suez university,Faculty of Veterinary Medicine,Pathology,Suez,Public,2012.0
suez university,Faculty of Veterinary Medicine,Surgery,Suez,Public,2012.0
suez university,Faculty of Veterinary Medicine,Public Health,Suez,Public,2012.0
suez university,Faculty of Dar El-Ulum,Islamic Studies,Suez,Public,2012.0
suez university,Faculty of Dar El-Ulum,Arabic Language,Suez,Public,2012.0
suez university,Faculty of Dar El-Ulum,Quran Sciences,Suez,Public,2012.0
suez university,Faculty of Dar El-Ulum,Theology,Suez,Public,2012.0
suez university,Faculty of Kindergarten,Early Childhood Education,Suez,Public,2012.0
suez university,Faculty of Kindergarten,Child Psychology,Suez,Public,2012.0
suez university,Faculty of Kindergarten,Curriculum Development,Suez,Public,2012.0
tanta university,Faculty of Medicine,Internal Medicine,Tanta,Public,1972.0
tanta university,Faculty of Medicine,Surgery,Tanta,Public,1972.0
tanta university,Faculty of Medicine,Pediatrics,Tanta,Public,1972.0
tanta university,Faculty of Medicine,Obstetrics & Gynecology,Tanta,Public,1972.0
tanta university,Faculty of Medicine,Pharmacology,Tanta,Public,1972.0
tanta university,Faculty of Medicine,Anatomy,Tanta,Public,1972.0
tanta university,Faculty of Engineering,Civil Engineering,Tanta,Public,1972.0
tanta university,Faculty of Engineering,Mechanical Engineering,Tanta,Public,1972.0
tanta university,Faculty of Engineering,Electrical Engineering,Tanta,Public,1972.0
tanta university,Faculty of Engineering,Architecture,Tanta,Public,1972.0
tanta university,Faculty of Engineering,Computer Engineering,Tanta,Public,1972.0
tanta university,Faculty of Science,Mathematics,Tanta,Public,1972.0
tanta university,Faculty of Science,Physics,Tanta,Public,1972.0
tanta university,Faculty of Science,Chemistry,Tanta,Public,1972.0
tanta university,Faculty of Science,Geology,Tanta,Public,1972.0
tanta university,Faculty of Science,Botany,Tanta,Public,1972.0
tanta university,Faculty of Science,Zoology,Tanta,Public,1972.0
tanta university,Faculty of Agriculture,Agronomy,Tanta,Public,1972.0
tanta university,Faculty of Agriculture,Horticulture,Tanta,Public,1972.0
tanta university,Faculty of Agriculture,Animal Production,Tanta,Public,1972.0
tanta university,Faculty of Agriculture,Soil Science,Tanta,Public,1972.0
tanta university,Faculty of Agriculture,Plant Pathology,Tanta,Public,1972.0
tanta university,Faculty of Commerce,Accounting,Tanta,Public,1972.0
tanta university,Faculty of Commerce,Business Administration,Tanta,Public,1972.0
tanta university,Faculty of Commerce,Economics,Tanta,Public,1972.0
tanta university,Faculty of Commerce,Statistics,Tanta,Public,1972.0
tanta university,Faculty of Law,Public Law,Tanta,Public,1972.0
tanta university,Faculty of Law,Private Law,Tanta,Public,1972.0
tanta university,Faculty of Law,International Law,Tanta,Public,1972.0
tanta university,Faculty of Law,Criminal Law,Tanta,Public,1972.0
tanta university,Faculty of Arts,English Language & Literature,Tanta,Public,1972.0
tanta university,Faculty of Arts,Arabic,Tanta,Public,1972.0
tanta university,Faculty of Arts,History,Tanta,Public,1972.0
tanta university,Faculty of Arts,Philosophy,Tanta,Public,1972.0
tanta university,Faculty of Arts,Psychology,Tanta,Public,1972.0
tanta university,Faculty of Pharmacy,Pharmaceutical Chemistry,Tanta,Public,1972.0
tanta university,Faculty of Pharmacy,Pharmacology,Tanta,Public,1972.0
tanta university,Faculty of Pharmacy,Pharmaceutics,Tanta,Public,1972.0
tanta university,Faculty of Pharmacy,Microbiology,Tanta,Public,1972.0
tanta university,Faculty of Computers and Information,Computer Science,Tanta,Public,1972.0
tanta university,Faculty of Computers and Information,Information Systems,Tanta,Public,1972.0
tanta university,Faculty of Computers and Information,Software Engineering,Tanta,Public,1972.0
tanta university,Faculty of Mass Communication,Journalism,Tanta,Public,1972.0
tanta university,Faculty of Mass Communication,Radio & TV,Tanta,Public,1972.0
tanta university,Faculty of Mass Communication,Public Relations,Tanta,Public,1972.0
tanta university,Faculty of Mass Communication,Advertising,Tanta,Public,1972.0
tanta university,Faculty of Nursing,Medical-Surgical Nursing,Tanta,Public,1972.0
tanta university,Faculty of Nursing,Pediatric Nursing,Tanta,Public,1972.0
tanta university,Faculty of Nursing,Psychiatric Nursing,Tanta,Public,1972.0
tanta university,Faculty of Physiotherapy,Orthopedics,Tanta,Public,1972.0
tanta university,Faculty of Physiotherapy,Neurology,Tanta,Public,1972.0
tanta university,Faculty of Physiotherapy,Cardiopulmonary,Tanta,Public,1972.0
tanta university,Faculty of Physiotherapy,Pediatrics,Tanta,Public,1972.0
tanta university,Faculty of Oral and Dental Medicine,Conservative Dentistry,Tanta,Public,1972.0
tanta university,Faculty of Oral and Dental Medicine,Orthodontics,Tanta,Public,1972.0
tanta university,Faculty of Oral and Dental Medicine,Oral Surgery,Tanta,Public,1972.0
tanta university,Faculty of Oral and Dental Medicine,Periodontology,Tanta,Public,1972.0
tanta university,Faculty of Veterinary Medicine,Anatomy,Tanta,Public,1972.0
tanta university,Faculty of Veterinary Medicine,Physiology,Tanta,Public,1972.0
tanta university,Faculty of Veterinary Medicine,Pathology,Tanta,Public,1972.0
tanta university,Faculty of Veterinary Medicine,Surgery,Tanta,Public,1972.0
tanta university,Faculty of Veterinary Medicine,Public Health,Tanta,Public,1972.0
tanta university,Faculty of Dar El-Ulum,Islamic Studies,Tanta,Public,1972.0
tanta university,Faculty of Dar El-Ulum,Arabic Language,Tanta,Public,1972.0
tanta university,Faculty of Dar El-Ulum,Quran Sciences,Tanta,Public,1972.0
tanta university,Faculty of Dar El-Ulum,Theology,Tanta,Public,1972.0
tanta university,Faculty of Kindergarten,Early Childhood Education,Tanta,Public,1972.0
tanta university,Faculty of Kindergarten,Child Psychology,Tanta,Public,1972.0
tanta university,Faculty of Kindergarten,Curriculum Development,Tanta,Public,1972.0
the american university in cairo,Faculty of Medicine,Internal Medicine,New Cairo,Private,1919.0
the american university in cairo,Faculty of Medicine,Surgery,New Cairo,Private,1919.0
the american university in cairo,Faculty of Medicine,Pediatrics,New Cairo,Private,1919.0
the american university in cairo,Faculty of Medicine,Obstetrics & Gynecology,New Cairo,Private,1919.0
the american university in cairo,Faculty of Medicine,Pharmacology,New Cairo,Private,1919.0
the american university in cairo,Faculty of Medicine,Anatomy,New Cairo,Private,1919.0
the american university in cairo,Faculty of Engineering,Civil Engineering,New Cairo,Private,1919.0
the american university in cairo,Faculty of Engineering,Mechanical Engineering,New Cairo,Private,1919.0
the american university in cairo,Faculty of Engineering,Electrical Engineering,New Cairo,Private,1919.0
the american university in cairo,Faculty of Engineering,Architecture,New Cairo,Private,1919.0
the american university in cairo,Faculty of Engineering,Computer Engineering,New Cairo,Private,1919.0
the american university in cairo,Faculty of Science,Mathematics,New Cairo,Private,1919.0
the american university in cairo,Faculty of Science,Physics,New Cairo,Private,1919.0
the american university in cairo,Faculty of Science,Chemistry,New Cairo,Private,1919.0
the american university in cairo,Faculty of Science,Geology,New Cairo,Private,1919.0
the american university in cairo,Faculty of Science,Botany,New Cairo,Private,1919.0
the american university in cairo,Faculty of Science,Zoology,New Cairo,Private,1919.0
the american university in cairo,Faculty of Agriculture,Agronomy,New Cairo,Private,1919.0
the american university in cairo,Faculty of Agriculture,Horticulture,New Cairo,Private,1919.0
the american university in cairo,Faculty of Agriculture,Animal Production,New Cairo,Private,1919.0
the american university in cairo,Faculty of Agriculture,Soil Science,New Cairo,Private,1919.0
the american university in cairo,Faculty of Agriculture,Plant Pathology,New Cairo,Private,1919.0
the american university in cairo,Faculty of Commerce,Accounting,New Cairo,Private,1919.0
the american university in cairo,Faculty of Commerce,Business Administration,New Cairo,Private,1919.0
the american university in cairo,Faculty of Commerce,Economics,New Cairo,Private,1919.0
the american university in cairo,Faculty of Commerce,Statistics,New Cairo,Private,1919.0
the american university in cairo,Faculty of Law,Public Law,New Cairo,Private,1919.0
the american university in cairo,Faculty of Law,Private Law,New Cairo,Private,1919.0
the american university in cairo,Faculty of Law,International Law,New Cairo,Private,1919.0
the american university in cairo,Faculty of Law,Criminal Law,New Cairo,Private,1919.0
the american university in cairo,Faculty of Arts,English Language & Literature,New Cairo,Private,1919.0
the american university in cairo,Faculty of Arts,Arabic,New Cairo,Private,1919.0
the american university in cairo,Faculty of Arts,History,New Cairo,Private,1919.0
the american university in cairo,Faculty of Arts,Philosophy,New Cairo,Private,1919.0
the american university in cairo,Faculty of Arts,Psychology,New Cairo,Private,1919.0
the american university in cairo,Faculty of Pharmacy,Pharmaceutical Chemistry,New Cairo,Private,1919.0
the american university in cairo,Faculty of Pharmacy,Pharmacology,New Cairo,Private,1919.0
the american university in cairo,Faculty of Pharmacy,Pharmaceutics,New Cairo,Private,1919.0
the american university in cairo,Faculty of Pharmacy,Microbiology,New Cairo,Private,1919.0
the american university in cairo,Faculty of Computers and Information,Computer Science,New Cairo,Private,1919.0
the american university in cairo,Faculty of Computers and Information,Information Systems,New Cairo,Private,1919.0
the american university in cairo,Faculty of Computers and Information,Software Engineering,New Cairo,Private,1919.0
the american university in cairo,Faculty of Mass Communication,Journalism,New Cairo,Private,1919.0
the american university in cairo,Faculty of Mass Communication,Radio & TV,New Cairo,Private,1919.0
the american university in cairo,Faculty of Mass Communication,Public Relations,New Cairo,Private,1919.0
the american university in cairo,Faculty of Mass Communication,Advertising,New Cairo,Private,1919.0
the american university in cairo,Faculty of Nursing,Medical-Surgical Nursing,New Cairo,Private,1919.0
the american university in cairo,Faculty of Nursing,Pediatric Nursing,New Cairo,Private,1919.0
the american university in cairo,Faculty of Nursing,Psychiatric Nursing,New Cairo,Private,1919.0
the american university in cairo,Faculty of Physiotherapy,Orthopedics,New Cairo,Private,1919.0
the american university in cairo,Faculty of Physiotherapy,Neurology,New Cairo,Private,1919.0
the american university in cairo,Faculty of Physiotherapy,Cardiopulmonary,New Cairo,Private,1919.0
the american university in cairo,Faculty of Physiotherapy,Pediatrics,New Cairo,Private,1919.0
the american university in cairo,Faculty of Oral and Dental Medicine,Conservative Dentistry,New Cairo,Private,1919.0
the american university in cairo,Faculty of Oral and Dental Medicine,Orthodontics,New Cairo,Private,1919.0
the american university in cairo,Faculty of Oral and Dental Medicine,Oral Surgery,New Cairo,Private,1919.0
the american university in cairo,Faculty of Oral and Dental Medicine,Periodontology,New Cairo,Private,1919.0
the american university in cairo,Faculty of Veterinary Medicine,Anatomy,New Cairo,Private,1919.0
the american university in cairo,Faculty of Veterinary Medicine,Physiology,New Cairo,Private,1919.0
the american university in cairo,Faculty of Veterinary Medicine,Pathology,New Cairo,Private,1919.0
the american university in cairo,Faculty of Veterinary Medicine,Surgery,New Cairo,Private,1919.0
